id,valor,categoria
4655,-0.2985,C
4656,0.3426,A
4657,0.264,B
4658,1.0819,B
4659,-1.3107,C
4660,0.2923,A
4661,1.0827,C
4662,-0.1896,C
4663,1.2926,B
4664,-0.5098,A
4665,0.2191,A
4666,0.8317,B
4667,0.4514,C
4668,0.3585,C
4669,-0.8919,A
4670,1.1533,A
4671,-1.4001,A
4672,-0.6508,C
4673,-1.1712,A
4674,-0.9671,A
4675,-2.5322,B
4676,-0.4711,A
4677,0.7713,B
4678,-1.2137,C
4679,1.1751,B
4680,-0.2271,A
4681,1.0967,A
4682,-0.3028,C
4683,-0.3819,B
4684,-0.104,A
4685,-2.2227,A
4686,0.2812,B
4687,1.133,A
4688,-0.9219,A
4689,0.8317,B
4690,0.3288,A
4691,0.7275,A
4692,-0.0067,C
4693,-0.6069,C
4694,0.0433,B
4695,1.0851,C
4696,-0.8877,C
4697,-1.9791,C
4698,2.0309,A
4699,-0.5999,B
4700,-0.3566,B
4701,1.4974,B
4702,0.7493,C
4703,-2.3565,B
4704,-1.6707,C
4705,1.2984,B
4706,-0.4465,C
4707,-0.6199,A
4708,0.6671,B
4709,2.4856,B
4710,-0.8829,A
4711,-2.0794,C
4712,-0.5263,C
4713,1.0547,C
4714,-0.0285,A
4715,0.5972,B
4716,-1.23,A
4717,-0.8249,A
4718,-0.0717,C
4719,-0.3475,B
4720,-0.5418,B
4721,-0.4439,C
4722,0.0829,A
4723,-1.0208,B
4724,0.4851,B
4725,-1.8866,A
4726,1.1102,C
4727,-0.5555,B
4728,-1.0607,B
4729,-0.6053,B
4730,0.9942,A
4731,-0.5339,A
4732,-0.7589,C
4733,1.3609,A
4734,-0.942,C
4735,-1.7331,A
4736,0.4758,A
4737,-0.581,C
4738,-0.0098,A
4739,-0.8587,A
4740,-0.1842,A
4741,-0.2209,B
4742,2.1913,C
4743,-0.4332,B
4744,0.392,C
4745,0.1551,B
4746,0.5251,A
4747,-0.6584,B
4748,-0.0676,B
4749,-0.7982,A
4750,-0.6599,A
4751,0.1566,A
4752,-0.1579,A
4753,-1.0013,A
4754,0.1975,C
4755,-0.6498,A
4756,-0.8094,C
4757,0.6044,A
4758,-1.0778,B
4759,1.5331,A
4760,0.3265,C
4761,-1.0227,C
4762,-1.5091,B
4763,-0.4443,A
4764,-0.4312,B
4765,-1.1964,C
4766,0.2977,A
4767,0.4652,C
4768,-0.6893,B
4769,0.489,C
4770,-1.2912,C
4771,-0.2976,C
4772,2.5038,B
4773,-1.8747,A
4774,0.3495,A
4775,1.7139,C
4776,-0.1813,A
4777,0.0017,B
4778,1.235,B
4779,0.606,C
4780,0.6887,C
4781,-0.794,A
4782,-0.9139,A
4783,-0.1312,C
4784,0.5991,C
4785,-0.8581,B
4786,-0.7748,A
4787,-0.525,A
4788,0.3457,B
4789,-1.1207,B
4790,1.4399,B
4791,-0.5366,B
4792,-0.0649,B
4793,0.2832,A
4794,0.1592,B
4795,-1.6362,A
4796,-0.7191,C
4797,1.0533,B
4798,0.4338,B
4799,-1.1881,B
4800,-0.379,A
4801,-0.9362,A
4802,0.425,A
4803,-0.1421,B
4804,0.4361,C
4805,-1.724,C
4806,0.5694,B
4807,2.2602,A
4808,-1.2832,B
4809,0.9871,B
4810,-0.673,A
4811,-0.4568,A
4812,0.5134,C
4813,0.4164,A
4814,0.6514,C
4815,0.5958,A
4816,-0.2138,B
4817,0.4452,A
4818,-0.4993,A
4819,-0.5024,B
4820,-0.9538,B
4821,-1.3508,A
4822,-0.2803,A
4823,0.2542,A
4824,0.6621,A
4825,0.8541,B
4826,0.682,A
4827,-0.5454,C
4828,0.3459,A
4829,-0.6135,A
4830,-0.2894,C
4831,0.734,C
4832,-0.1213,C
4833,1.7755,A
4834,0.4541,A
4835,2.2686,A
4836,-0.4189,B
4837,0.7012,C
4838,0.3481,C
4839,-0.3157,A
4840,2.1988,B
4841,-1.1928,A
4842,1.5199,A
4843,-0.5976,C
4844,0.4815,B
4845,-1.1391,B
4846,-2.2446,B
4847,1.0162,B
4848,1.1931,B
4849,0.6826,B
4850,0.2385,C
4851,-0.603,C
4852,1.0812,B
4853,-0.0484,A
4854,-0.8395,A
4855,0.6835,C
4856,0.346,B
4857,1.0841,C
4858,1.9857,A
4859,0.6092,A
4860,-1.9076,B
4861,-0.2027,B
4862,-1.4441,B
4863,0.227,B
4864,-0.7656,A
4865,1.6816,C
4866,-0.2528,A
4867,-1.4562,A
4868,-0.1102,A
4869,-1.4757,B
4870,0.896,A
4871,-0.5329,B
4872,0.0484,A
4873,-0.3294,B
4874,0.6472,A
4875,0.877,B
4876,0.6263,A
4877,0.8414,B
4878,-0.8071,C
4879,-1.0915,B
4880,-1.1443,B
4881,0.5761,C
4882,0.6304,B
4883,-0.6597,C
4884,-0.3276,C
4885,0.1367,B
4886,0.3171,B
4887,1.035,A
4888,-0.5642,C
4889,-0.7288,C
4890,-1.4693,B
4891,1.0871,B
4892,1.5447,B
4893,-0.2818,A
4894,-0.2306,C
4895,-0.9246,B
4896,-0.1324,A
4897,-1.6206,A
4898,-2.0166,B
4899,-0.8204,B
4900,2.1587,C
4901,1.0152,A
4902,-0.3218,C
4903,0.9841,C
4904,1.5612,A
4905,-1.092,C
4906,-2.6717,B
4907,1.7795,C
4908,0.7849,A
4909,-1.4701,A
4910,-1.2172,C
4911,-1.5998,A
4912,0.3143,B
4913,1.9411,B
4914,1.5151,C
4915,-0.8678,A
4916,-0.0463,A
4917,1.5134,A
4918,-0.4157,B
4919,-0.1564,B
4920,-0.0726,A
4921,0.5161,C
4922,-0.5612,C
4923,0.5509,C
4924,-0.3233,C
4925,0.5931,A
4926,-0.433,A
4927,-1.5567,C
4928,-0.6755,A
4929,-1.4597,A
4930,-0.014,B
4931,0.4366,A
4932,0.2357,C
4933,1.3452,A
4934,-0.1826,C
4935,-1.991,A
4936,0.6686,A
4937,0.8736,C
4938,-0.119,A
4939,-0.7577,A
4940,1.1956,C
4941,-1.9504,B
4942,0.8768,C
4943,0.3714,A
4944,-0.286,A
4945,-0.7376,A
4946,0.3308,B
4947,-1.7169,C
4948,-0.6656,B
4949,0.5601,C
4950,0.8375,C
4951,-0.4287,C
4952,-1.5951,C
4953,0.502,B
4954,-0.7647,C
4955,-0.345,A
4956,-0.9767,A
4957,-0.2284,C
4958,0.8475,C
4959,-1.6334,B
4960,1.0416,B
4961,-1.7723,B
4962,0.004,B
4963,-0.1251,C
4964,-0.5556,A
4965,0.0467,A
4966,0.1851,A
4967,-1.1464,A
4968,-1.904,C
4969,-0.836,B
4970,-0.3917,B
4971,-2.6281,A
4972,-1.4839,A
4973,-1.3159,A
4974,1.5273,B
4975,0.5373,A
4976,-0.9831,B
4977,1.07,B
4978,1.2729,A
4979,-0.9105,A
4980,-0.3017,B
4981,-0.3339,A
4982,-0.618,A
4983,-0.3946,C
4984,0.5505,C
4985,0.8606,A
4986,0.5506,C
4987,0.3801,C
4988,-0.5818,A
4989,-0.2914,C
4990,-1.2826,B
4991,1.5895,A
4992,-1.084,B
4993,0.819,A
4994,-0.9868,B
4995,0.9736,C
4996,0.6226,A
4997,-0.6566,C
4998,1.0981,B
4999,-0.002,B
5000,1.0246,A
5001,-0.2845,B
5002,-0.1856,A
5003,0.2626,C
5004,0.3067,A
5005,-0.7695,C
5006,-0.7973,C
5007,-0.0207,C
5008,1.0527,C
5009,1.6088,A
5010,-0.6924,C
5011,-1.0556,C
5012,-0.0505,C
5013,-0.8118,A
5014,0.4663,A
5015,-0.0636,C
5016,-0.0249,C
5017,0.1813,A
5018,0.6145,C
5019,0.2379,C
5020,-0.2851,C
5021,-0.2586,C
5022,-0.5193,A
5023,-0.647,A
5024,-0.4888,A
5025,0.6532,C
5026,-0.7264,A
5027,0.0575,C
5028,-0.0492,C
5029,-1.2367,C
5030,0.9036,A
5031,1.199,A
5032,1.9182,B
5033,0.2728,B
5034,0.7364,C
5035,-0.921,B
5036,-0.295,B
5037,1.2802,A
5038,-2.1141,B
5039,0.1338,A
5040,-0.4961,B
5041,0.5091,C
5042,0.2197,B
5043,0.2393,A
5044,-0.8749,C
5045,-1.1094,A
5046,-1.0901,A
5047,-0.4365,A
5048,1.3619,A
5049,1.1361,B
5050,-1.2691,C
5051,-1.8993,C
5052,0.474,B
5053,0.8876,B
5054,1.3845,A
5055,0.5621,C
5056,0.7114,B
5057,1.0342,C
5058,-1.1486,B
5059,0.0735,A
5060,-0.6382,C
5061,0.286,C
5062,0.6978,C
5063,-0.3994,A
5064,-0.4409,A
5065,-1.1458,A
5066,-1.6259,A
5067,0.4384,B
5068,1.4506,B
5069,1.2958,A
5070,0.1032,B
5071,-0.1987,A
5072,-1.926,C
5073,0.2802,C
5074,-0.1005,C
5075,1.8737,B
5076,-0.0057,B
5077,0.5416,C
5078,-0.9871,B
5079,-0.614,B
5080,0.1702,A
5081,-1.433,C
5082,-0.1457,A
5083,1.5919,A
5084,-0.3839,C
5085,-0.8818,B
5086,-1.135,A
5087,-0.8916,C
5088,-0.0782,A
5089,-0.4259,C
5090,-1.0411,B
5091,0.5573,C
5092,-2.0663,C
5093,0.4815,C
5094,-0.3661,C
5095,-0.6719,C
5096,0.8355,A
5097,0.1872,C
5098,-0.8326,C
5099,-0.6964,B
5100,-0.244,B
5101,-0.5781,B
5102,-1.5992,A
5103,0.4814,A
5104,-0.7692,C
5105,-0.5573,C
5106,0.957,A
5107,0.855,A
5108,1.0228,A
5109,1.5037,B
5110,0.1325,C
5111,0.263,A
5112,1.0449,C
5113,0.2793,C
5114,0.1981,B
5115,-1.3002,A
5116,-0.35,C
5117,-1.3936,A
5118,1.593,B
5119,0.1274,B
5120,0.8336,B
5121,0.3512,B
5122,-0.8865,C
5123,-0.3743,C
5124,-0.9281,A
5125,-1.591,B
5126,0.7858,C
5127,0.7356,C
5128,-0.2108,A
5129,-0.9647,B
5130,-0.5515,B
5131,0.5267,A
5132,-0.4688,C
5133,-1.3399,A
5134,0.5032,A
5135,-1.0759,B
5136,-0.9224,B
5137,-0.0313,A
5138,-0.3404,B
5139,-1.2599,B
5140,1.126,A
5141,0.7065,A
5142,-0.7493,C
5143,0.6415,B
5144,-1.9163,A
5145,-0.7528,B
5146,0.1859,B
5147,0.2263,C
5148,0.6942,C
5149,-0.1912,C
5150,0.4782,B
5151,-0.155,A
5152,-0.9825,B
5153,1.2444,A
5154,0.3644,B
5155,0.8556,C
5156,-1.757,A
5157,1.0331,C
5158,1.6629,B
5159,-0.019,B
5160,0.923,B
5161,0.9809,C
5162,-0.47,C
5163,1.0532,A
5164,0.798,C
5165,-1.2176,B
5166,-0.3056,B
5167,0.1939,B
5168,1.2124,C
5169,0.2634,A
5170,0.6232,C
5171,0.4843,C
5172,-0.4466,C
5173,-0.58,C
5174,0.511,A
5175,0.7204,B
5176,-0.9359,B
5177,0.3174,B
5178,-0.2339,B
5179,1.4138,A
5180,2.1821,A
5181,-2.0937,C
5182,-1.3583,B
5183,0.9054,B
5184,0.4102,B
5185,0.1465,B
5186,2.008,A
5187,-1.4223,C
5188,-0.9858,A
5189,-0.4501,C
5190,1.2145,B
5191,0.2929,C
5192,-0.7566,B
5193,-0.8054,A
5194,-0.2487,C
5195,0.7297,A
5196,-1.3407,A
5197,-1.1575,C
5198,1.0898,C
5199,0.5618,C
5200,0.7619,C
5201,3.4705,A
5202,0.2955,B
5203,1.9314,C
5204,1.267,A
5205,0.8409,C
5206,-0.5669,C
5207,0.7197,C
5208,1.5363,C
5209,-1.0984,B
5210,-2.0462,C
5211,-1.849,A
5212,1.8715,C
5213,0.6068,C
5214,-0.304,A
5215,0.4142,A
5216,0.8875,B
5217,0.5673,C
5218,-0.552,A
5219,-0.369,B
5220,-0.5754,B
5221,-1.0847,B
5222,-1.0315,A
5223,0.8395,A
5224,0.947,B
5225,0.7028,B
5226,-0.8349,B
5227,-0.262,A
5228,-0.4154,A
5229,-0.0942,C
5230,0.4719,C
5231,-0.6522,B
5232,1.1632,A
5233,-2.0075,B
5234,-1.2826,A
5235,1.3918,A
5236,1.5824,C
5237,-0.7125,C
5238,-0.4778,B
5239,0.1327,A
5240,2.2629,A
5241,-0.4871,C
5242,0.0147,C
5243,-0.5598,B
5244,-1.2474,C
5245,-2.2224,A
5246,-0.1078,B
5247,0.7787,C
5248,-1.9566,B
5249,-1.4734,B
5250,-0.513,A
5251,-1.3281,B
5252,-0.283,C
5253,2.1104,C
5254,0.1562,C
5255,-0.6625,C
5256,-0.0284,B
5257,-1.1746,C
5258,-0.2481,B
5259,0.3846,B
5260,0.9309,A
5261,0.9002,C
5262,-0.2866,A
5263,1.5095,C
5264,-0.5995,A
5265,-0.8133,B
5266,-0.4994,C
5267,-1.6486,A
5268,1.0832,B
5269,2.1048,B
5270,-0.2449,B
5271,0.0183,B
5272,0.4995,A
5273,-0.7842,B
5274,-0.3889,B
5275,0.3115,A
5276,1.4671,B
5277,-0.6592,C
5278,0.2821,C
5279,-0.5228,B
5280,-0.2018,A
5281,0.2247,B
5282,0.9297,C
5283,-2.5169,A
5284,-0.0308,B
5285,-0.2108,C
5286,0.6321,B
5287,0.9971,A
5288,-0.442,A
5289,-1.2936,C
5290,-0.1626,B
5291,-0.3628,C
5292,-0.5676,B
5293,-0.7348,B
5294,0.6011,A
5295,1.4836,B
5296,0.3662,C
5297,-0.9252,B
5298,2.5006,B
5299,-1.8962,B
5300,-0.4078,B
5301,0.044,A
5302,1.1223,C
5303,0.1275,B
5304,-0.8434,B
5305,-1.1991,B
5306,1.0251,B
5307,-0.7054,A
5308,1.4617,B
5309,0.7326,C
5310,2.7598,C
5311,-0.6948,B
5312,-0.6605,C
5313,0.3158,C
5314,0.4401,A
5315,0.2672,A
5316,-0.269,C
5317,-0.499,A
5318,-0.1293,B
5319,0.2441,A
5320,0.8592,A
5321,-1.5901,A
5322,0.4368,B
5323,0.1997,C
5324,0.4675,B
5325,0.3428,C
5326,1.9805,B
5327,-1.4259,C
5328,0.293,B
5329,-1.8285,C
5330,-0.1816,A
5331,-0.5752,A
5332,0.0906,B
5333,1.0207,A
5334,1.323,B
5335,-0.3102,C
5336,-0.2845,C
5337,-0.0472,B
5338,0.3036,C
5339,0.2323,C
5340,0.2577,B
5341,-0.9391,C
5342,-0.5946,B
5343,0.7857,C
5344,0.3367,A
5345,-0.8856,C
5346,0.5371,B
5347,-0.4978,A
5348,0.226,B
5349,-1.3268,B
5350,0.8134,B
5351,-1.4083,C
5352,1.1335,A
5353,0.6059,B
5354,-0.072,A
5355,-0.8277,B
5356,1.5565,C
5357,1.4412,B
5358,1.5413,A
5359,-1.3513,A
5360,-0.9755,B
5361,-0.0948,B
5362,1.9946,B
5363,1.1611,B
5364,-1.2561,B
5365,0.0242,B
5366,-0.9434,B
5367,-0.0623,A
5368,0.2682,A
5369,1.336,B
5370,0.8889,B
5371,0.7142,B
5372,-0.8584,C
5373,-0.0788,C
5374,-1.4303,B
5375,0.2091,B
5376,0.6821,B
5377,0.3593,A
5378,-0.2013,B
5379,0.2704,A
5380,-0.1883,C
5381,-0.8077,B
5382,-0.254,A
5383,0.3171,C
5384,0.0866,A
5385,-0.4555,C
5386,-0.1393,A
5387,-0.0958,C
5388,0.7706,A
5389,-0.5707,C
5390,0.6765,C
5391,-0.2718,B
5392,0.2364,B
5393,0.1691,A
5394,-0.2262,B
5395,-1.5934,C
5396,0.1776,A
5397,-0.4781,A
5398,-1.0136,A
5399,2.0389,A
5400,-0.0364,A
5401,-1.248,A
5402,-0.8831,B
5403,0.6763,C
5404,1.0069,A
5405,-1.6009,A
5406,0.9129,B
5407,-0.8461,C
5408,-2.9849,B
5409,-0.7732,B
5410,0.5064,B
5411,-0.6945,C
5412,1.0564,C
5413,-0.8956,C
5414,-1.3657,A
5415,1.1195,B
5416,0.94,B
5417,0.0841,A
5418,-0.5903,B
5419,-1.2303,B
5420,-0.1678,C
5421,-0.6819,C
5422,-1.6808,A
5423,0.2115,B
5424,0.4435,B
5425,0.7434,B
5426,-1.4303,C
5427,1.9453,A
5428,-0.6946,A
5429,0.1396,C
5430,-0.2189,C
5431,1.892,A
5432,0.3346,A
5433,-1.391,C
5434,0.4961,B
5435,-0.4995,C
5436,-0.966,A
5437,0.159,B
5438,-0.456,C
5439,0.9054,C
5440,0.2051,C
5441,-1.8507,C
5442,0.1839,C
5443,2.3675,B
5444,1.2352,A
5445,1.0803,A
5446,0.271,B
5447,-0.8742,A
5448,-0.7293,C
5449,-0.3198,B
5450,0.7911,C
5451,0.6869,B
5452,0.9166,C
5453,0.7602,C
5454,0.2389,C
5455,0.6555,A
5456,-0.4411,B
5457,-0.451,C
5458,0.7896,B
5459,-0.3994,B
5460,-1.8048,A
5461,-0.2108,A
5462,-1.4919,A
5463,-1.1569,C
5464,-0.4904,C
5465,1.1784,C
5466,1.3985,C
5467,0.722,A
5468,0.5112,C
5469,2.0122,B
5470,-0.1391,B
5471,-0.6787,B
5472,-0.5829,A
5473,0.2452,A
5474,-0.0341,B
5475,-0.2751,C
5476,-0.0408,B
5477,1.3118,C
5478,-0.3355,C
5479,-0.3132,A
5480,-1.3931,B
5481,-0.2513,C
5482,0.6628,C
5483,1.7903,A
5484,-0.7398,B
5485,-1.9356,C
5486,-1.661,B
5487,0.548,B
5488,1.5759,A
5489,0.5605,C
5490,1.7267,C
5491,-0.4287,C
5492,1.4244,A
5493,1.5847,C
5494,-0.1743,A
5495,1.077,A
5496,0.65,B
5497,0.4078,B
5498,0.2257,A
5499,-0.2487,A
5500,-1.1191,C
5501,-0.8254,B
5502,-0.4213,C
5503,0.1277,B
5504,-2.9402,C
5505,0.6705,B
5506,0.9968,C
5507,0.0701,A
5508,0.4401,A
5509,-2.5583,B
5510,-1.0646,C
5511,1.563,B
5512,-1.1342,A
5513,1.3482,C
5514,-0.571,B
5515,0.4407,B
5516,0.6228,A
5517,1.0873,A
5518,-0.0034,A
5519,-0.6537,B
5520,-0.7688,B
5521,1.3468,B
5522,-1.7623,B
5523,1.1132,B
5524,0.887,C
5525,0.4755,C
5526,-0.0446,A
5527,-0.2256,A
5528,0.9508,C
5529,-0.4014,A
5530,0.0926,C
5531,1.3515,C
5532,-0.4147,C
5533,-1.2193,C
5534,-0.401,B
5535,-0.3668,B
5536,0.0083,C
5537,-1.4195,C
5538,0.404,C
5539,0.4909,C
5540,-0.0643,B
5541,1.4988,C
5542,-1.6371,C
5543,-0.0763,C
5544,0.4605,B
5545,0.5738,B
5546,1.0036,B
5547,-1.6033,B
5548,-1.303,A
5549,0.4474,A
5550,-2.0368,A
5551,-1.2515,B
5552,0.1335,A
5553,2.2696,C
5554,-0.2778,B
5555,-0.2822,A
5556,-1.3539,A
5557,-1.0286,A
5558,-0.7457,C
5559,-0.5756,B
5560,-0.9817,C
5561,-0.213,C
5562,1.4824,B
5563,0.795,A
5564,0.0284,A
5565,-0.2217,A
5566,0.5901,B
5567,0.1071,B
5568,0.12,A
5569,-0.2962,C
5570,-0.1594,A
5571,1.9072,B
5572,0.9068,A
5573,0.0525,B
5574,-1.161,A
5575,0.3658,B
5576,-1.6651,A
5577,-1.5303,C
5578,-0.7055,A
5579,-1.2536,A
5580,0.1636,A
5581,-1.1001,B
5582,-2.6869,C
5583,-0.6799,A
5584,-1.9751,C
5585,-1.3096,A
5586,-0.4761,B
5587,1.9821,A
5588,-1.8971,B
5589,0.5635,B
5590,0.6477,A
5591,-0.7361,B
5592,1.4529,A
5593,1.302,B
5594,0.7084,B
5595,-0.491,A
5596,-0.7593,C
5597,2.3667,B
5598,-0.2385,C
5599,0.9309,C
5600,-0.1327,C
5601,0.7975,B
5602,0.4616,C
5603,-1.2716,A
5604,0.44,A
5605,-0.4513,C
5606,-1.4115,C
5607,-0.2448,A
5608,-0.1762,B
5609,-0.6661,B
5610,-0.1681,C
5611,0.9089,A
5612,-1.4563,C
5613,-0.2566,C
5614,0.8849,B
5615,-0.4411,A
5616,1.0707,A
5617,1.0402,C
5618,0.9183,C
5619,0.8629,C
5620,-0.6646,C
5621,1.4772,C
5622,-1.2792,C
5623,0.1279,C
5624,0.5101,C
5625,1.2304,B
5626,0.0562,C
5627,-0.3398,A
5628,-0.8619,C
5629,0.7889,B
5630,0.5338,C
5631,0.4745,C
5632,0.0,C
5633,1.1871,B
5634,-0.5052,A
5635,-0.5848,B
5636,1.2817,A
5637,-1.3036,B
5638,0.1323,C
5639,-0.2643,C
5640,1.543,B
5641,1.2004,A
5642,-0.6594,A
5643,0.5444,B
5644,2.4017,C
5645,0.7624,C
5646,1.316,C
5647,-0.5643,B
5648,1.3586,C
5649,-0.0026,A
5650,-0.7171,A
5651,0.1458,C
5652,-0.8857,A
5653,1.5731,C
5654,-0.4771,A
5655,-1.4382,A
5656,1.6438,B
5657,-0.253,C
5658,0.7807,B
5659,-0.4403,B
5660,-1.2084,C
5661,0.6384,B
5662,0.1047,A
5663,0.9198,C
5664,0.1325,A
5665,-1.5041,C
5666,-0.4192,A
5667,-0.322,A
5668,-0.8773,B
5669,-0.4657,A
5670,-1.9409,A
5671,1.6706,B
5672,-0.6808,C
5673,0.1475,B
5674,-0.7067,A
5675,-0.1111,C
5676,0.6875,C
5677,-0.2634,A
5678,-1.988,A
5679,-0.0937,B
5680,1.0327,B
5681,-0.8589,A
5682,1.916,A
5683,0.2339,A
5684,-0.566,B
5685,0.6225,A
5686,-0.8761,A
5687,-0.1082,B
5688,-0.4467,C
5689,-0.7265,A
5690,-0.919,A
5691,-0.6756,C
5692,-0.3122,B
5693,0.0302,C
5694,0.2887,B
5695,1.0084,C
5696,1.4985,A
5697,1.2282,B
5698,0.452,C
5699,-0.0598,C
5700,0.3003,C
5701,2.195,B
5702,0.6786,B
5703,1.7337,B
5704,-1.0227,B
5705,-0.3013,A
5706,0.6161,A
5707,1.6161,B
5708,-1.699,A
5709,0.1078,B
5710,0.9556,B
5711,-0.4589,C
5712,1.0814,C
5713,1.9213,A
5714,0.0946,B
5715,1.3315,A
5716,-0.7957,C
5717,0.0302,C
5718,-0.4531,A
5719,0.9333,A
5720,-0.3908,C
5721,-0.4844,A
5722,0.1981,C
5723,1.6868,C
5724,-1.1582,A
5725,-0.4712,B
5726,-1.8783,A
5727,-1.3043,A
5728,0.8346,A
5729,-1.081,C
5730,0.2337,B
5731,-0.7196,A
5732,-0.1999,B
5733,-0.1515,A
5734,2.1798,B
5735,-1.4028,A
5736,-0.8273,C
5737,3.0144,C
5738,-0.9113,B
5739,-0.493,C
5740,-0.9244,C
5741,-0.6454,A
5742,0.6885,A
5743,0.2704,A
5744,2.2542,A
5745,1.1088,C
5746,1.7331,C
5747,0.8144,A
5748,-1.3605,A
5749,-0.1775,B
5750,0.8974,B
5751,0.7564,B
5752,0.4828,B
5753,-0.2363,C
5754,0.1518,B
5755,-0.1093,B
5756,-0.9234,C
5757,-0.2451,A
5758,2.1895,C
5759,0.045,A
5760,-1.2585,C
5761,-0.6964,A
5762,0.3757,B
5763,1.7251,A
5764,0.3578,B
5765,-1.2224,B
5766,-0.0389,B
5767,1.7322,B
5768,-0.0727,C
5769,-1.7785,C
5770,1.0508,B
5771,0.3085,B
5772,-0.3353,A
5773,-0.0082,B
5774,-0.957,C
5775,0.5476,B
5776,-1.0239,A
5777,0.3674,B
5778,-1.8854,A
5779,0.5432,A
5780,-0.5197,A
5781,-0.5141,A
5782,1.4551,B
5783,0.7776,A
5784,1.5418,A
5785,1.0947,A
5786,-0.6557,A
5787,0.3821,C
5788,1.0849,C
5789,0.5939,B
5790,1.5606,A
5791,-0.6732,B
5792,0.4566,C
5793,-0.294,B
5794,-0.3351,A
5795,-0.5253,B
5796,0.6293,B
5797,1.1365,C
5798,0.8164,B
5799,-0.7185,B
5800,0.3153,A
5801,0.3227,C
5802,-0.3287,C
5803,0.6188,B
5804,2.1377,C
5805,-0.5854,C
5806,0.5719,A
5807,-0.4766,A
5808,-0.7889,C
5809,-0.6235,A
5810,-0.5042,B
5811,-0.4053,B
5812,-1.2542,B
5813,-0.0285,C
5814,1.2718,C
5815,-1.8495,A
5816,-2.443,C
5817,0.5666,C
5818,0.5609,A
5819,-0.6987,C
5820,0.7082,B
5821,0.1493,B
5822,0.8932,C
5823,0.3417,B
5824,-0.4569,B
5825,2.0021,C
5826,-0.5436,B
5827,0.596,C
5828,-1.1414,C
5829,-0.4862,B
5830,-0.903,A
5831,0.6987,C
5832,0.0597,B
5833,-0.8632,B
5834,-0.7935,B
5835,-2.0922,B
5836,0.8531,C
5837,-1.4194,A
5838,-1.1447,C
5839,0.5368,C
5840,0.5744,A
5841,0.3473,B
5842,-0.1177,A
5843,-0.2168,C
5844,2.4619,A
5845,-0.489,C
5846,-1.2471,A
5847,-0.099,C
5848,1.1728,C
5849,0.0125,A
5850,0.9648,B
5851,2.2955,B
5852,-0.6053,B
5853,-0.8419,B
5854,1.0334,C
5855,-0.5049,B
5856,0.1636,B
5857,-0.3929,A
5858,1.4753,A
5859,-0.4666,C
5860,0.5761,C
5861,0.4215,C
5862,0.5452,B
5863,-1.2443,B
5864,0.2121,B
5865,0.4137,B
5866,0.1171,A
5867,0.3908,B
5868,-1.9467,B
5869,-0.4469,B
5870,0.8627,A
5871,-0.6769,A
5872,1.6612,B
5873,1.9813,C
5874,-0.2442,B
5875,0.0145,A
5876,-0.0997,B
5877,0.8742,C
5878,0.0364,C
5879,-1.4714,C
5880,0.6152,C
5881,-0.6047,B
5882,-0.5309,B
5883,1.7487,C
5884,-1.0533,A
5885,0.1117,B
5886,2.2582,C
5887,0.2022,C
5888,-0.1712,A
5889,-1.85,A
5890,-0.0161,C
5891,-0.6017,C
5892,0.0086,B
5893,1.6596,C
5894,0.2926,B
5895,0.0694,B
5896,-0.0038,C
5897,-2.1818,C
5898,0.5981,B
5899,-0.0484,A
5900,-0.2352,C
5901,0.6742,B
5902,-1.1405,C
5903,0.8155,B
5904,-0.2261,A
5905,-1.9236,C
5906,1.1584,B
5907,-0.1878,A
5908,0.6668,C
5909,-0.2392,C
5910,1.8189,A
5911,1.1242,A
5912,0.1685,C
5913,-0.1303,C
5914,1.186,C
5915,0.3851,B
5916,-2.4088,A
5917,-0.6084,B
5918,0.7158,A
5919,0.127,B
5920,1.4706,C
5921,-1.0948,C
5922,0.1252,C
5923,-0.4383,B
5924,-0.5498,C
5925,2.0065,B
5926,-1.0764,B
5927,-0.5513,A
5928,-1.5635,B
5929,-1.7714,C
5930,-0.2485,B
5931,2.4795,C
5932,1.3586,B
5933,-1.0182,C
5934,-0.3276,C
5935,0.9277,C
5936,1.3046,A
5937,1.3638,C
5938,0.1309,C
5939,0.4218,C
5940,0.4231,A
5941,0.1453,C
5942,-2.0403,B
5943,0.1966,C
5944,-0.7944,C
5945,1.8649,B
5946,-0.7216,B
5947,-0.0033,B
5948,0.2347,A
5949,-0.0887,A
5950,-0.3287,B
5951,-0.9741,B
5952,-0.3393,C
5953,1.0878,A
5954,-0.6198,C
5955,-0.1788,A
5956,0.2624,A
5957,0.0797,C
5958,0.8278,B
5959,-0.7718,B
5960,1.6017,A
5961,1.4346,B
5962,0.427,C
5963,0.6213,C
5964,0.9716,A
5965,1.0112,A
5966,-0.8583,C
5967,-1.3647,B
5968,2.5819,B
5969,-1.011,A
5970,2.6053,C
5971,1.2277,C
5972,-0.3779,B
5973,0.4145,A
5974,-0.4983,C
5975,-0.3266,C
5976,-1.3543,A
5977,-1.707,A
5978,1.2608,A
5979,1.1639,C
5980,0.1114,B
5981,-0.6298,B
5982,-0.9115,C
5983,0.7996,B
5984,0.2182,B
5985,1.0959,B
5986,0.4126,C
5987,0.0169,A
5988,0.2684,C
5989,0.7219,A
5990,-3.4859,C
5991,0.9052,C
5992,-0.149,B
5993,1.7322,B
5994,-1.3818,C
5995,0.084,A
5996,-0.6679,B
5997,0.2638,B
5998,0.5672,A
